t_interval_id,t_lower,t_upper
4631,2015-02-02 03:50:00,2015-02-02 04:00:00
4632,2015-02-02 04:00:00,2015-02-02 04:10:00
4633,2015-02-02 04:10:00,2015-02-02 04:20:00
4634,2015-02-02 04:20:00,2015-02-02 04:30:00
4635,2015-02-02 04:30:00,2015-02-02 04:40:00
4636,2015-02-02 04:40:00,2015-02-02 04:50:00
4637,2015-02-02 04:50:00,2015-02-02 05:00:00
4638,2015-02-02 05:00:00,2015-02-02 05:10:00
4639,2015-02-02 05:10:00,2015-02-02 05:20:00
4640,2015-02-02 05:20:00,2015-02-02 05:30:00
4641,2015-02-02 05:30:00,2015-02-02 05:40:00
4642,2015-02-02 05:40:00,2015-02-02 05:50:00
4643,2015-02-02 05:50:00,2015-02-02 06:00:00
4644,2015-02-02 06:00:00,2015-02-02 06:10:00
4645,2015-02-02 06:10:00,2015-02-02 06:20:00
4646,2015-02-02 06:20:00,2015-02-02 06:30:00
4647,2015-02-02 06:30:00,2015-02-02 06:40:00
4648,2015-02-02 06:40:00,2015-02-02 06:50:00
4649,2015-02-02 06:50:00,2015-02-02 07:00:00
4650,2015-02-02 07:00:00,2015-02-02 07:10:00
4651,2015-02-02 07:10:00,2015-02-02 07:20:00
4652,2015-02-02 07:20:00,2015-02-02 07:30:00
4653,2015-02-02 07:30:00,2015-02-02 07:40:00
4654,2015-02-02 07:40:00,2015-02-02 07:50:00
4655,2015-02-02 07:50:00,2015-02-02 08:00:00
4656,2015-02-02 08:00:00,2015-02-02 08:10:00
4657,2015-02-02 08:10:00,2015-02-02 08:20:00
4658,2015-02-02 08:20:00,2015-02-02 08:30:00
4659,2015-02-02 08:30:00,2015-02-02 08:40:00
4660,2015-02-02 08:40:00,2015-02-02 08:50:00
4661,2015-02-02 08:50:00,2015-02-02 09:00:00
4662,2015-02-02 09:00:00,2015-02-02 09:10:00
4663,2015-02-02 09:10:00,2015-02-02 09:20:00
4664,2015-02-02 09:20:00,2015-02-02 09:30:00
4665,2015-02-02 09:30:00,2015-02-02 09:40:00
4666,2015-02-02 09:40:00,2015-02-02 09:50:00
4667,2015-02-02 09:50:00,2015-02-02 10:00:00
4668,2015-02-02 10:00:00,2015-02-02 10:10:00
4669,2015-02-02 10:10:00,2015-02-02 10:20:00
4670,2015-02-02 10:20:00,2015-02-02 10:30:00
4671,2015-02-02 10:30:00,2015-02-02 10:40:00
4672,2015-02-02 10:40:00,2015-02-02 10:50:00
4673,2015-02-02 10:50:00,2015-02-02 11:00:00
4674,2015-02-02 11:00:00,2015-02-02 11:10:00
4675,2015-02-02 11:10:00,2015-02-02 11:20:00
4676,2015-02-02 11:20:00,2015-02-02 11:30:00
4677,2015-02-02 11:30:00,2015-02-02 11:40:00
4678,2015-02-02 11:40:00,2015-02-02 11:50:00
4679,2015-02-02 11:50:00,2015-02-02 12:00:00
4680,2015-02-02 12:00:00,2015-02-02 12:10:00
4681,2015-02-02 12:10:00,2015-02-02 12:20:00
4682,2015-02-02 12:20:00,2015-02-02 12:30:00
4683,2015-02-02 12:30:00,2015-02-02 12:40:00
4684,2015-02-02 12:40:00,2015-02-02 12:50:00
4685,2015-02-02 12:50:00,2015-02-02 13:00:00
4686,2015-02-02 13:00:00,2015-02-02 13:10:00
4687,2015-02-02 13:10:00,2015-02-02 13:20:00
4688,2015-02-02 13:20:00,2015-02-02 13:30:00
4689,2015-02-02 13:30:00,2015-02-02 13:40:00
4690,2015-02-02 13:40:00,2015-02-02 13:50:00
4691,2015-02-02 13:50:00,2015-02-02 14:00:00
4692,2015-02-02 14:00:00,2015-02-02 14:10:00
4693,2015-02-02 14:10:00,2015-02-02 14:20:00
4694,2015-02-02 14:20:00,2015-02-02 14:30:00
4695,2015-02-02 14:30:00,2015-02-02 14:40:00
4696,2015-02-02 14:40:00,2015-02-02 14:50:00
4697,2015-02-02 14:50:00,2015-02-02 15:00:00
4698,2015-02-02 15:00:00,2015-02-02 15:10:00
4699,2015-02-02 15:10:00,2015-02-02 15:20:00
4700,2015-02-02 15:20:00,2015-02-02 15:30:00
4701,2015-02-02 15:30:00,2015-02-02 15:40:00
4702,2015-02-02 15:40:00,2015-02-02 15:50:00
4703,2015-02-02 15:50:00,2015-02-02 16:00:00
4704,2015-02-02 16:00:00,2015-02-02 16:10:00
4705,2015-02-02 16:10:00,2015-02-02 16:20:00
4706,2015-02-02 16:20:00,2015-02-02 16:30:00
4707,2015-02-02 16:30:00,2015-02-02 16:40:00
4708,2015-02-02 16:40:00,2015-02-02 16:50:00
4709,2015-02-02 16:50:00,2015-02-02 17:00:00
4710,2015-02-02 17:00:00,2015-02-02 17:10:00
4711,2015-02-02 17:10:00,2015-02-02 17:20:00
4712,2015-02-02 17:20:00,2015-02-02 17:30:00
4713,2015-02-02 17:30:00,2015-02-02 17:40:00
4714,2015-02-02 17:40:00,2015-02-02 17:50:00
4715,2015-02-02 17:50:00,2015-02-02 18:00:00
4716,2015-02-02 18:00:00,2015-02-02 18:10:00
4717,2015-02-02 18:10:00,2015-02-02 18:20:00
4718,2015-02-02 18:20:00,2015-02-02 18:30:00
4719,2015-02-02 18:30:00,2015-02-02 18:40:00
4720,2015-02-02 18:40:00,2015-02-02 18:50:00
4721,2015-02-02 18:50:00,2015-02-02 19:00:00
4722,2015-02-02 19:00:00,2015-02-02 19:10:00
4723,2015-02-02 19:10:00,2015-02-02 19:20:00
4724,2015-02-02 19:20:00,2015-02-02 19:30:00
4725,2015-02-02 19:30:00,2015-02-02 19:40:00
4726,2015-02-02 19:40:00,2015-02-02 19:50:00
4727,2015-02-02 19:50:00,2015-02-02 20:00:00
4728,2015-02-02 20:00:00,2015-02-02 20:10:00
4729,2015-02-02 20:10:00,2015-02-02 20:20:00
4730,2015-02-02 20:20:00,2015-02-02 20:30:00
4731,2015-02-02 20:30:00,2015-02-02 20:40:00
4732,2015-02-02 20:40:00,2015-02-02 20:50:00
4733,2015-02-02 20:50:00,2015-02-02 21:00:00
4734,2015-02-02 21:00:00,2015-02-02 21:10:00
4735,2015-02-02 21:10:00,2015-02-02 21:20:00
4736,2015-02-02 21:20:00,2015-02-02 21:30:00
4737,2015-02-02 21:30:00,2015-02-02 21:40:00
4738,2015-02-02 21:40:00,2015-02-02 21:50:00
4739,2015-02-02 21:50:00,2015-02-02 22:00:00
4740,2015-02-02 22:00:00,2015-02-02 22:10:00
4741,2015-02-02 22:10:00,2015-02-02 22:20:00
4742,2015-02-02 22:20:00,2015-02-02 22:30:00
4743,2015-02-02 22:30:00,2015-02-02 22:40:00
4744,2015-02-02 22:40:00,2015-02-02 22:50:00
4745,2015-02-02 22:50:00,2015-02-02 23:00:00
4746,2015-02-02 23:00:00,2015-02-02 23:10:00
4747,2015-02-02 23:10:00,2015-02-02 23:20:00
4748,2015-02-02 23:20:00,2015-02-02 23:30:00
4749,2015-02-02 23:30:00,2015-02-02 23:40:00
4750,2015-02-02 23:40:00,2015-02-02 23:50:00
4751,2015-02-02 23:50:00,2015-02-03 00:00:00
4752,2015-02-03 00:00:00,2015-02-03 00:10:00
4753,2015-02-03 00:10:00,2015-02-03 00:20:00
4754,2015-02-03 00:20:00,2015-02-03 00:30:00
4755,2015-02-03 00:30:00,2015-02-03 00:40:00
4756,2015-02-03 00:40:00,2015-02-03 00:50:00
4757,2015-02-03 00:50:00,2015-02-03 01:00:00
4758,2015-02-03 01:00:00,2015-02-03 01:10:00
4759,2015-02-03 01:10:00,2015-02-03 01:20:00
4760,2015-02-03 01:20:00,2015-02-03 01:30:00
4761,2015-02-03 01:30:00,2015-02-03 01:40:00
4762,2015-02-03 01:40:00,2015-02-03 01:50:00
4763,2015-02-03 01:50:00,2015-02-03 02:00:00
4764,2015-02-03 02:00:00,2015-02-03 02:10:00
4765,2015-02-03 02:10:00,2015-02-03 02:20:00
4766,2015-02-03 02:20:00,2015-02-03 02:30:00
4767,2015-02-03 02:30:00,2015-02-03 02:40:00
4768,2015-02-03 02:40:00,2015-02-03 02:50:00
4769,2015-02-03 02:50:00,2015-02-03 03:00:00
4770,2015-02-03 03:00:00,2015-02-03 03:10:00
4771,2015-02-03 03:10:00,2015-02-03 03:20:00
4772,2015-02-03 03:20:00,2015-02-03 03:30:00
4773,2015-02-03 03:30:00,2015-02-03 03:40:00
4774,2015-02-03 03:40:00,2015-02-03 03:50:00
4775,2015-02-03 03:50:00,2015-02-03 04:00:00
4776,2015-02-03 04:00:00,2015-02-03 04:10:00
4777,2015-02-03 04:10:00,2015-02-03 04:20:00
4778,2015-02-03 04:20:00,2015-02-03 04:30:00
4779,2015-02-03 04:30:00,2015-02-03 04:40:00
4780,2015-02-03 04:40:00,2015-02-03 04:50:00
4781,2015-02-03 04:50:00,2015-02-03 05:00:00
4782,2015-02-03 05:00:00,2015-02-03 05:10:00
4783,2015-02-03 05:10:00,2015-02-03 05:20:00
4784,2015-02-03 05:20:00,2015-02-03 05:30:00
4785,2015-02-03 05:30:00,2015-02-03 05:40:00
4786,2015-02-03 05:40:00,2015-02-03 05:50:00
4787,2015-02-03 05:50:00,2015-02-03 06:00:00
4788,2015-02-03 06:00:00,2015-02-03 06:10:00
4789,2015-02-03 06:10:00,2015-02-03 06:20:00
4790,2015-02-03 06:20:00,2015-02-03 06:30:00
4791,2015-02-03 06:30:00,2015-02-03 06:40:00
4792,2015-02-03 06:40:00,2015-02-03 06:50:00
4793,2015-02-03 06:50:00,2015-02-03 07:00:00
4794,2015-02-03 07:00:00,2015-02-03 07:10:00
4795,2015-02-03 07:10:00,2015-02-03 07:20:00
4796,2015-02-03 07:20:00,2015-02-03 07:30:00
4797,2015-02-03 07:30:00,2015-02-03 07:40:00
4798,2015-02-03 07:40:00,2015-02-03 07:50:00
4799,2015-02-03 07:50:00,2015-02-03 08:00:00
4800,2015-02-03 08:00:00,2015-02-03 08:10:00
4801,2015-02-03 08:10:00,2015-02-03 08:20:00
4802,2015-02-03 08:20:00,2015-02-03 08:30:00
4803,2015-02-03 08:30:00,2015-02-03 08:40:00
4804,2015-02-03 08:40:00,2015-02-03 08:50:00
4805,2015-02-03 08:50:00,2015-02-03 09:00:00
4806,2015-02-03 09:00:00,2015-02-03 09:10:00
4807,2015-02-03 09:10:00,2015-02-03 09:20:00
4808,2015-02-03 09:20:00,2015-02-03 09:30:00
4809,2015-02-03 09:30:00,2015-02-03 09:40:00
4810,2015-02-03 09:40:00,2015-02-03 09:50:00
4811,2015-02-03 09:50:00,2015-02-03 10:00:00
4812,2015-02-03 10:00:00,2015-02-03 10:10:00
4813,2015-02-03 10:10:00,2015-02-03 10:20:00
4814,2015-02-03 10:20:00,2015-02-03 10:30:00
4815,2015-02-03 10:30:00,2015-02-03 10:40:00
4816,2015-02-03 10:40:00,2015-02-03 10:50:00
4817,2015-02-03 10:50:00,2015-02-03 11:00:00
4818,2015-02-03 11:00:00,2015-02-03 11:10:00
4819,2015-02-03 11:10:00,2015-02-03 11:20:00
4820,2015-02-03 11:20:00,2015-02-03 11:30:00
4821,2015-02-03 11:30:00,2015-02-03 11:40:00
4822,2015-02-03 11:40:00,2015-02-03 11:50:00
4823,2015-02-03 11:50:00,2015-02-03 12:00:00
4824,2015-02-03 12:00:00,2015-02-03 12:10:00
4825,2015-02-03 12:10:00,2015-02-03 12:20:00
4826,2015-02-03 12:20:00,2015-02-03 12:30:00
4827,2015-02-03 12:30:00,2015-02-03 12:40:00
4828,2015-02-03 12:40:00,2015-02-03 12:50:00
4829,2015-02-03 12:50:00,2015-02-03 13:00:00
4830,2015-02-03 13:00:00,2015-02-03 13:10:00
4831,2015-02-03 13:10:00,2015-02-03 13:20:00
4832,2015-02-03 13:20:00,2015-02-03 13:30:00
4833,2015-02-03 13:30:00,2015-02-03 13:40:00
4834,2015-02-03 13:40:00,2015-02-03 13:50:00
4835,2015-02-03 13:50:00,2015-02-03 14:00:00
4836,2015-02-03 14:00:00,2015-02-03 14:10:00
4837,2015-02-03 14:10:00,2015-02-03 14:20:00
4838,2015-02-03 14:20:00,2015-02-03 14:30:00
4839,2015-02-03 14:30:00,2015-02-03 14:40:00
4840,2015-02-03 14:40:00,2015-02-03 14:50:00
4841,2015-02-03 14:50:00,2015-02-03 15:00:00
4842,2015-02-03 15:00:00,2015-02-03 15:10:00
4843,2015-02-03 15:10:00,2015-02-03 15:20:00
4844,2015-02-03 15:20:00,2015-02-03 15:30:00
4845,2015-02-03 15:30:00,2015-02-03 15:40:00
4846,2015-02-03 15:40:00,2015-02-03 15:50:00
4847,2015-02-03 15:50:00,2015-02-03 16:00:00
4848,2015-02-03 16:00:00,2015-02-03 16:10:00
4849,2015-02-03 16:10:00,2015-02-03 16:20:00
4850,2015-02-03 16:20:00,2015-02-03 16:30:00
4851,2015-02-03 16:30:00,2015-02-03 16:40:00
4852,2015-02-03 16:40:00,2015-02-03 16:50:00
4853,2015-02-03 16:50:00,2015-02-03 17:00:00
4854,2015-02-03 17:00:00,2015-02-03 17:10:00
4855,2015-02-03 17:10:00,2015-02-03 17:20:00
4856,2015-02-03 17:20:00,2015-02-03 17:30:00
4857,2015-02-03 17:30:00,2015-02-03 17:40:00
4858,2015-02-03 17:40:00,2015-02-03 17:50:00
4859,2015-02-03 17:50:00,2015-02-03 18:00:00
4860,2015-02-03 18:00:00,2015-02-03 18:10:00
4861,2015-02-03 18:10:00,2015-02-03 18:20:00
4862,2015-02-03 18:20:00,2015-02-03 18:30:00
4863,2015-02-03 18:30:00,2015-02-03 18:40:00
4864,2015-02-03 18:40:00,2015-02-03 18:50:00
4865,2015-02-03 18:50:00,2015-02-03 19:00:00
4866,2015-02-03 19:00:00,2015-02-03 19:10:00
4867,2015-02-03 19:10:00,2015-02-03 19:20:00
4868,2015-02-03 19:20:00,2015-02-03 19:30:00
4869,2015-02-03 19:30:00,2015-02-03 19:40:00
4870,2015-02-03 19:40:00,2015-02-03 19:50:00
4871,2015-02-03 19:50:00,2015-02-03 20:00:00
4872,2015-02-03 20:00:00,2015-02-03 20:10:00
4873,2015-02-03 20:10:00,2015-02-03 20:20:00
4874,2015-02-03 20:20:00,2015-02-03 20:30:00
4875,2015-02-03 20:30:00,2015-02-03 20:40:00
4876,2015-02-03 20:40:00,2015-02-03 20:50:00
4877,2015-02-03 20:50:00,2015-02-03 21:00:00
4878,2015-02-03 21:00:00,2015-02-03 21:10:00
4879,2015-02-03 21:10:00,2015-02-03 21:20:00
4880,2015-02-03 21:20:00,2015-02-03 21:30:00
4881,2015-02-03 21:30:00,2015-02-03 21:40:00
4882,2015-02-03 21:40:00,2015-02-03 21:50:00
4883,2015-02-03 21:50:00,2015-02-03 22:00:00
4884,2015-02-03 22:00:00,2015-02-03 22:10:00
4885,2015-02-03 22:10:00,2015-02-03 22:20:00
4886,2015-02-03 22:20:00,2015-02-03 22:30:00
4887,2015-02-03 22:30:00,2015-02-03 22:40:00
4888,2015-02-03 22:40:00,2015-02-03 22:50:00
4889,2015-02-03 22:50:00,2015-02-03 23:00:00
4890,2015-02-03 23:00:00,2015-02-03 23:10:00
4891,2015-02-03 23:10:00,2015-02-03 23:20:00
4892,2015-02-03 23:20:00,2015-02-03 23:30:00
4893,2015-02-03 23:30:00,2015-02-03 23:40:00
4894,2015-02-03 23:40:00,2015-02-03 23:50:00
4895,2015-02-03 23:50:00,2015-02-04 00:00:00
4896,2015-02-04 00:00:00,2015-02-04 00:10:00
4897,2015-02-04 00:10:00,2015-02-04 00:20:00
4898,2015-02-04 00:20:00,2015-02-04 00:30:00
4899,2015-02-04 00:30:00,2015-02-04 00:40:00
4900,2015-02-04 00:40:00,2015-02-04 00:50:00
4901,2015-02-04 00:50:00,2015-02-04 01:00:00
4902,2015-02-04 01:00:00,2015-02-04 01:10:00
4903,2015-02-04 01:10:00,2015-02-04 01:20:00
4904,2015-02-04 01:20:00,2015-02-04 01:30:00
4905,2015-02-04 01:30:00,2015-02-04 01:40:00
4906,2015-02-04 01:40:00,2015-02-04 01:50:00
4907,2015-02-04 01:50:00,2015-02-04 02:00:00
4908,2015-02-04 02:00:00,2015-02-04 02:10:00
4909,2015-02-04 02:10:00,2015-02-04 02:20:00
4910,2015-02-04 02:20:00,2015-02-04 02:30:00
4911,2015-02-04 02:30:00,2015-02-04 02:40:00
4912,2015-02-04 02:40:00,2015-02-04 02:50:00
4913,2015-02-04 02:50:00,2015-02-04 03:00:00
4914,2015-02-04 03:00:00,2015-02-04 03:10:00
4915,2015-02-04 03:10:00,2015-02-04 03:20:00
4916,2015-02-04 03:20:00,2015-02-04 03:30:00
4917,2015-02-04 03:30:00,2015-02-04 03:40:00
4918,2015-02-04 03:40:00,2015-02-04 03:50:00
4919,2015-02-04 03:50:00,2015-02-04 04:00:00
4920,2015-02-04 04:00:00,2015-02-04 04:10:00
4921,2015-02-04 04:10:00,2015-02-04 04:20:00
4922,2015-02-04 04:20:00,2015-02-04 04:30:00
4923,2015-02-04 04:30:00,2015-02-04 04:40:00
4924,2015-02-04 04:40:00,2015-02-04 04:50:00
4925,2015-02-04 04:50:00,2015-02-04 05:00:00
4926,2015-02-04 05:00:00,2015-02-04 05:10:00
4927,2015-02-04 05:10:00,2015-02-04 05:20:00
4928,2015-02-04 05:20:00,2015-02-04 05:30:00
4929,2015-02-04 05:30:00,2015-02-04 05:40:00
4930,2015-02-04 05:40:00,2015-02-04 05:50:00
4931,2015-02-04 05:50:00,2015-02-04 06:00:00
4932,2015-02-04 06:00:00,2015-02-04 06:10:00
4933,2015-02-04 06:10:00,2015-02-04 06:20:00
4934,2015-02-04 06:20:00,2015-02-04 06:30:00
4935,2015-02-04 06:30:00,2015-02-04 06:40:00
4936,2015-02-04 06:40:00,2015-02-04 06:50:00
4937,2015-02-04 06:50:00,2015-02-04 07:00:00
4938,2015-02-04 07:00:00,2015-02-04 07:10:00
4939,2015-02-04 07:10:00,2015-02-04 07:20:00
4940,2015-02-04 07:20:00,2015-02-04 07:30:00
4941,2015-02-04 07:30:00,2015-02-04 07:40:00
4942,2015-02-04 07:40:00,2015-02-04 07:50:00
4943,2015-02-04 07:50:00,2015-02-04 08:00:00
4944,2015-02-04 08:00:00,2015-02-04 08:10:00
4945,2015-02-04 08:10:00,2015-02-04 08:20:00
4946,2015-02-04 08:20:00,2015-02-04 08:30:00
4947,2015-02-04 08:30:00,2015-02-04 08:40:00
4948,2015-02-04 08:40:00,2015-02-04 08:50:00
4949,2015-02-04 08:50:00,2015-02-04 09:00:00
4950,2015-02-04 09:00:00,2015-02-04 09:10:00
4951,2015-02-04 09:10:00,2015-02-04 09:20:00
4952,2015-02-04 09:20:00,2015-02-04 09:30:00
4953,2015-02-04 09:30:00,2015-02-04 09:40:00
4954,2015-02-04 09:40:00,2015-02-04 09:50:00
4955,2015-02-04 09:50:00,2015-02-04 10:00:00
4956,2015-02-04 10:00:00,2015-02-04 10:10:00
4957,2015-02-04 10:10:00,2015-02-04 10:20:00
4958,2015-02-04 10:20:00,2015-02-04 10:30:00
4959,2015-02-04 10:30:00,2015-02-04 10:40:00
4960,2015-02-04 10:40:00,2015-02-04 10:50:00
4961,2015-02-04 10:50:00,2015-02-04 11:00:00
4962,2015-02-04 11:00:00,2015-02-04 11:10:00
4963,2015-02-04 11:10:00,2015-02-04 11:20:00
4964,2015-02-04 11:20:00,2015-02-04 11:30:00
4965,2015-02-04 11:30:00,2015-02-04 11:40:00
4966,2015-02-04 11:40:00,2015-02-04 11:50:00
4967,2015-02-04 11:50:00,2015-02-04 12:00:00
4968,2015-02-04 12:00:00,2015-02-04 12:10:00
4969,2015-02-04 12:10:00,2015-02-04 12:20:00
4970,2015-02-04 12:20:00,2015-02-04 12:30:00
4971,2015-02-04 12:30:00,2015-02-04 12:40:00
4972,2015-02-04 12:40:00,2015-02-04 12:50:00
4973,2015-02-04 12:50:00,2015-02-04 13:00:00
4974,2015-02-04 13:00:00,2015-02-04 13:10:00
4975,2015-02-04 13:10:00,2015-02-04 13:20:00
4976,2015-02-04 13:20:00,2015-02-04 13:30:00
4977,2015-02-04 13:30:00,2015-02-04 13:40:00
4978,2015-02-04 13:40:00,2015-02-04 13:50:00
4979,2015-02-04 13:50:00,2015-02-04 14:00:00
4980,2015-02-04 14:00:00,2015-02-04 14:10:00
4981,2015-02-04 14:10:00,2015-02-04 14:20:00
4982,2015-02-04 14:20:00,2015-02-04 14:30:00
4983,2015-02-04 14:30:00,2015-02-04 14:40:00
4984,2015-02-04 14:40:00,2015-02-04 14:50:00
4985,2015-02-04 14:50:00,2015-02-04 15:00:00
4986,2015-02-04 15:00:00,2015-02-04 15:10:00
4987,2015-02-04 15:10:00,2015-02-04 15:20:00
4988,2015-02-04 15:20:00,2015-02-04 15:30:00
4989,2015-02-04 15:30:00,2015-02-04 15:40:00
4990,2015-02-04 15:40:00,2015-02-04 15:50:00
4991,2015-02-04 15:50:00,2015-02-04 16:00:00
4992,2015-02-04 16:00:00,2015-02-04 16:10:00
4993,2015-02-04 16:10:00,2015-02-04 16:20:00
4994,2015-02-04 16:20:00,2015-02-04 16:30:00
4995,2015-02-04 16:30:00,2015-02-04 16:40:00
4996,2015-02-04 16:40:00,2015-02-04 16:50:00
4997,2015-02-04 16:50:00,2015-02-04 17:00:00
4998,2015-02-04 17:00:00,2015-02-04 17:10:00
4999,2015-02-04 17:10:00,2015-02-04 17:20:00
5000,2015-02-04 17:20:00,2015-02-04 17:30:00
5001,2015-02-04 17:30:00,2015-02-04 17:40:00
5002,2015-02-04 17:40:00,2015-02-04 17:50:00
5003,2015-02-04 17:50:00,2015-02-04 18:00:00
5004,2015-02-04 18:00:00,2015-02-04 18:10:00
5005,2015-02-04 18:10:00,2015-02-04 18:20:00
5006,2015-02-04 18:20:00,2015-02-04 18:30:00
5007,2015-02-04 18:30:00,2015-02-04 18:40:00
5008,2015-02-04 18:40:00,2015-02-04 18:50:00
5009,2015-02-04 18:50:00,2015-02-04 19:00:00
5010,2015-02-04 19:00:00,2015-02-04 19:10:00
5011,2015-02-04 19:10:00,2015-02-04 19:20:00
5012,2015-02-04 19:20:00,2015-02-04 19:30:00
5013,2015-02-04 19:30:00,2015-02-04 19:40:00
5014,2015-02-04 19:40:00,2015-02-04 19:50:00
5015,2015-02-04 19:50:00,2015-02-04 20:00:00
5016,2015-02-04 20:00:00,2015-02-04 20:10:00
5017,2015-02-04 20:10:00,2015-02-04 20:20:00
5018,2015-02-04 20:20:00,2015-02-04 20:30:00
5019,2015-02-04 20:30:00,2015-02-04 20:40:00
5020,2015-02-04 20:40:00,2015-02-04 20:50:00
5021,2015-02-04 20:50:00,2015-02-04 21:00:00
5022,2015-02-04 21:00:00,2015-02-04 21:10:00
5023,2015-02-04 21:10:00,2015-02-04 21:20:00
5024,2015-02-04 21:20:00,2015-02-04 21:30:00
5025,2015-02-04 21:30:00,2015-02-04 21:40:00
5026,2015-02-04 21:40:00,2015-02-04 21:50:00
5027,2015-02-04 21:50:00,2015-02-04 22:00:00
5028,2015-02-04 22:00:00,2015-02-04 22:10:00
5029,2015-02-04 22:10:00,2015-02-04 22:20:00
5030,2015-02-04 22:20:00,2015-02-04 22:30:00
5031,2015-02-04 22:30:00,2015-02-04 22:40:00
5032,2015-02-04 22:40:00,2015-02-04 22:50:00
5033,2015-02-04 22:50:00,2015-02-04 23:00:00
5034,2015-02-04 23:00:00,2015-02-04 23:10:00
5035,2015-02-04 23:10:00,2015-02-04 23:20:00
5036,2015-02-04 23:20:00,2015-02-04 23:30:00
5037,2015-02-04 23:30:00,2015-02-04 23:40:00
5038,2015-02-04 23:40:00,2015-02-04 23:50:00
5039,2015-02-04 23:50:00,2015-02-05 00:00:00
5040,2015-02-05 00:00:00,2015-02-05 00:10:00
5041,2015-02-05 00:10:00,2015-02-05 00:20:00
5042,2015-02-05 00:20:00,2015-02-05 00:30:00
5043,2015-02-05 00:30:00,2015-02-05 00:40:00
5044,2015-02-05 00:40:00,2015-02-05 00:50:00
5045,2015-02-05 00:50:00,2015-02-05 01:00:00
5046,2015-02-05 01:00:00,2015-02-05 01:10:00
5047,2015-02-05 01:10:00,2015-02-05 01:20:00
5048,2015-02-05 01:20:00,2015-02-05 01:30:00
5049,2015-02-05 01:30:00,2015-02-05 01:40:00
5050,2015-02-05 01:40:00,2015-02-05 01:50:00
5051,2015-02-05 01:50:00,2015-02-05 02:00:00
5052,2015-02-05 02:00:00,2015-02-05 02:10:00
5053,2015-02-05 02:10:00,2015-02-05 02:20:00
5054,2015-02-05 02:20:00,2015-02-05 02:30:00
5055,2015-02-05 02:30:00,2015-02-05 02:40:00
5056,2015-02-05 02:40:00,2015-02-05 02:50:00
5057,2015-02-05 02:50:00,2015-02-05 03:00:00
5058,2015-02-05 03:00:00,2015-02-05 03:10:00
5059,2015-02-05 03:10:00,2015-02-05 03:20:00
5060,2015-02-05 03:20:00,2015-02-05 03:30:00
5061,2015-02-05 03:30:00,2015-02-05 03:40:00
5062,2015-02-05 03:40:00,2015-02-05 03:50:00
5063,2015-02-05 03:50:00,2015-02-05 04:00:00
5064,2015-02-05 04:00:00,2015-02-05 04:10:00
5065,2015-02-05 04:10:00,2015-02-05 04:20:00
5066,2015-02-05 04:20:00,2015-02-05 04:30:00
5067,2015-02-05 04:30:00,2015-02-05 04:40:00
5068,2015-02-05 04:40:00,2015-02-05 04:50:00
5069,2015-02-05 04:50:00,2015-02-05 05:00:00
5070,2015-02-05 05:00:00,2015-02-05 05:10:00
5071,2015-02-05 05:10:00,2015-02-05 05:20:00
5072,2015-02-05 05:20:00,2015-02-05 05:30:00
5073,2015-02-05 05:30:00,2015-02-05 05:40:00
5074,2015-02-05 05:40:00,2015-02-05 05:50:00
5075,2015-02-05 05:50:00,2015-02-05 06:00:00
5076,2015-02-05 06:00:00,2015-02-05 06:10:00
5077,2015-02-05 06:10:00,2015-02-05 06:20:00
5078,2015-02-05 06:20:00,2015-02-05 06:30:00
5079,2015-02-05 06:30:00,2015-02-05 06:40:00
5080,2015-02-05 06:40:00,2015-02-05 06:50:00
5081,2015-02-05 06:50:00,2015-02-05 07:00:00
5082,2015-02-05 07:00:00,2015-02-05 07:10:00
5083,2015-02-05 07:10:00,2015-02-05 07:20:00
5084,2015-02-05 07:20:00,2015-02-05 07:30:00
5085,2015-02-05 07:30:00,2015-02-05 07:40:00
5086,2015-02-05 07:40:00,2015-02-05 07:50:00
5087,2015-02-05 07:50:00,2015-02-05 08:00:00
5088,2015-02-05 08:00:00,2015-02-05 08:10:00
5089,2015-02-05 08:10:00,2015-02-05 08:20:00
5090,2015-02-05 08:20:00,2015-02-05 08:30:00
5091,2015-02-05 08:30:00,2015-02-05 08:40:00
5092,2015-02-05 08:40:00,2015-02-05 08:50:00
5093,2015-02-05 08:50:00,2015-02-05 09:00:00
5094,2015-02-05 09:00:00,2015-02-05 09:10:00
5095,2015-02-05 09:10:00,2015-02-05 09:20:00
5096,2015-02-05 09:20:00,2015-02-05 09:30:00
5097,2015-02-05 09:30:00,2015-02-05 09:40:00
5098,2015-02-05 09:40:00,2015-02-05 09:50:00
5099,2015-02-05 09:50:00,2015-02-05 10:00:00
5100,2015-02-05 10:00:00,2015-02-05 10:10:00
5101,2015-02-05 10:10:00,2015-02-05 10:20:00
5102,2015-02-05 10:20:00,2015-02-05 10:30:00
5103,2015-02-05 10:30:00,2015-02-05 10:40:00
5104,2015-02-05 10:40:00,2015-02-05 10:50:00
5105,2015-02-05 10:50:00,2015-02-05 11:00:00
5106,2015-02-05 11:00:00,2015-02-05 11:10:00
5107,2015-02-05 11:10:00,2015-02-05 11:20:00
5108,2015-02-05 11:20:00,2015-02-05 11:30:00
5109,2015-02-05 11:30:00,2015-02-05 11:40:00
5110,2015-02-05 11:40:00,2015-02-05 11:50:00
5111,2015-02-05 11:50:00,2015-02-05 12:00:00
5112,2015-02-05 12:00:00,2015-02-05 12:10:00
